rating,look,smell,taste,feel,overall,review,date,id,name
2.12,4.0,2.0,2.0,2.0,2.0,"Terrible... That's how I'll start it off App - it's only fooling attributes, this one pours a light bronze with a pretty head. Very clear Smell - The first sign, it smells like WINE... I know, you don't hear that a lot, definetly not about an English bitter but it has no hoppiness or barley-ness to it. Wine Taste - Sadly and to my great disapointment - same like the smell: tastes and has a terrible after taste of red WINE! Mouthfeel - It's very light and a bit carby, don't think an English beer should be either of those Overall - Avoid it. maybe mine was spoiled, but if you like an English beer (not even bitter, could be just about any good English) you'll find no trace in this Oxfordshire pride try something else from Brakspear, they have some nice stuff Edit: Just looked at the bottle, it's not spoiled however it is brewed in Belguim... I don't know why, but that has a funny feeling to it...",2011-09-03,4064,Brakspear Bitter
3.97,3.5,4.0,4.0,4.0,4.0,"Brakspear Bitter, ABV: 3.4%. 500 ml bottle, 19.50 SEK at Coop Forum. A: The liquid is darker orange, almost copper-coloured, and has a small, off-white, almost beige head that leaves nice lacing. S: A robust, malty, fruity, earthy aroma, with hints of rye bread, toffee, chocolate, orange and bananas. Very British-y! T: Great burnt, bitter flavours of banana bread, tropical fruits, dark chocolate with orange, and a lovely balance of malt and hops. M: The body is good, considering the low ABV, and the carbonation is light. It's drinkable, and doesn't suffer from being served at almost room temperature. O: One of the best additions to the Swedish supermarket shelves so far - why don't we import more beers like this, instead of watered down versions of stronger likes? A great British session beer that's nice on its own, as well as with most typical British (and Swedish) dishes. Go-ood.",2011-08-10,4064,Brakspear Bitter
3.58,4.0,3.5,3.5,4.0,3.5,"Presentation-500ml brown pop top bottle with cool bumblebee cap. This beer is 3.4% abv, and has a best by date of October 31, 2011. The label says that this is brewed with the special ‘Double Drop’ system, and that it uses Maris Otter and English Goldings and Fuggles.  Appearance- Poured into a tulip pint, this brew pours a burnt orange/copper hue, which is capped by a nice ivory cap that fades after a minute or two to a thick, sticky film. All in all, a nice looking beer. Smell-Some apple-like fruity esters up front, with a bit of earthy English-variety hop, and light malty notes. Simple, but inviting. Taste-My initial thought was that this was overly light on flavor, but as the brew warms a bit, I think this initial impression may have been a bit harsh. It is light, but then again, this beer has only 3.4% alcohol, and the flavor that is there is, on the whole, pretty good. It starts out clean, with just a hint of fruity esters. A light, pale and crystal maltiness hits you next, and the finish is bracingly clean and bitter.  Conclusion-A pretty tasty bitter. At 3.4%, this would make one really nice quaffable (true) session ale. The bitterness is still just a bit high for me, in that (for me) it overtakes the malt just a bit too much. I like my bitters fairly balanced, if leaning towards the bitter side. Still, this one isn’t bad at all.",2011-08-05,4064,Brakspear Bitter
4.32,4.0,4.5,4.0,5.0,4.5,"500 mL bottle purchased in Cambridge, UK in May 2011, brought back to the US and opened in July. The minute I popped the bottle, I was transported back to the UK.  In the glass, it's a handsome copper-amber with a nice glow. Little head retention, but I don't care -- it makes it look like a cask pull! On the nose, wonderful hints of toast, brown sugar, faint fuggles, and lots of florals. The taste is a perfectly balanced maltiness with a fine bitter snap to finish. Just a hint of butter in there, but it's neither distracting nor detracting. It possesses the perfect balance of oily coating and spritzy scrubbing-bubbles.  At 3.4%, it's the model of a well-balanced, superbly crafted session ale, and proof that high strength is no prerequisite for a great beer. The maltiness leans a bit heavy, but I've no serious complaints. All round, an extremely agreeable Bitter and a pleasant companion for the evening. This would be ideal with Shepherd's Pie, English Tikka Masala, or ye olde Fish &amp; Chips.",2011-07-16,4064,Brakspear Bitter
3.53,4.0,3.5,3.5,3.5,3.5,"A 500ml bottle with a BB date of end Jan 2011 - so a month out of date. The rear label mentions that this ale is produced using their unique 'double-drop' system, which has two fermentation stages. I like their bumblebee emblem. Poured into a Sam Smith's pint glass. A coppery-amber colour with slight haziness and medium carbonation. Produces a decent off-white head that lasts for a few minutes before collapsing to leave a surface film. Aroma is malty with an underlying sweetness. Notes of roasted malt, toffee and caramel. A hint of hops. A smooth malt taste with a nice balance of sweet and bitter flavours. Hints of roasted malt accompanied by notes of toffee, citrus and burnt grain. A subtle hoppy bitteness makes for a dry finish. Mouthfeel is smooth, with a crisp tingly sensation. Dry bitter aftertaste. A decent ale - the flavour is subtly complex but not over the top. Makes for easy drinking. Worth cracking one open if you come across it.",2011-02-28,4064,Brakspear Bitter
4.63,5.0,4.5,4.5,4.5,5.0,"On cask at the Royal Oak, Car Colston, a hostelry renowned for the superb condition of all its beers. I hardly recognised it, a shade darker perhaps than before?Totally crystal clear with just under a half inch thick,dense head which survived most of the way down the glass.As with most cask ales, aroma isn't a feature (it's only what gets pinched from the liquid itself anyway) but the beer really fought way above its weight in the flavour compartment.A beautifully balanced bitter with a hint of astringency.It all goes to show that strength isn't all in beer. Utterly and absolutely gorgeous stuff.",2011-02-17,4064,Brakspear Bitter
2.62,2.0,2.5,2.5,3.0,3.0,"Pours amber with a small suddy head. Nose shows grassy Euro hops with some caramel and faint toffee underneath. Could be mistaken for a malty pale Euro lager. Flavours don't improve much, plain unchecked bitterness and wet cardboard notes throughout. Practically no malt. Very thing body.",2010-09-30,4064,Brakspear Bitter
3.7,3.5,3.5,4.0,3.5,3.5,"A - A very clear orangey amber colour with a very small centimetre or so of head that falls fairly fast. S - Bready, honey &amp; caramel malt aromas with some light floral hints. Some notes of diacetyl. T - Much the same as the smell but the hops come out a bit more. M - Lighter side of medium bodied with a fairly low carbonation level. Bitterness is there but pretty subtle. D - A pretty tasty beer for 3.4%. Just a shame the value isn't there. But if I was sitting in a pub by the Thames drinking this all afternoon I'd be happy enough.",2010-08-08,4064,Brakspear Bitter
3.37,3.0,3.5,3.5,2.5,3.5,"500ml bottle. Pours a clear amber-reddish ale in the mug with a sufficient rocky off white cap that has fair retention and fair lacing qualities. The nose is caramely-sweet malts with light wisps of kent golding leafyness. Interesting profile: up front caramel sweet malts, musty woody tones and twiggy hop tastes in almost a perfect 3-way balance then mid palate the hop bittering breaks out and builds'til it is the dominant taste in the finish with a light caramel after tone.  Decent sessioner but not at these prices.",2010-04-23,4064,Brakspear Bitter
3.06,4.0,3.0,2.5,3.0,4.0,"Well, got this from my daughter-in-law coming back from London. MM.. pretty light stuff. Double Dropped.. OoKay.. Poured a very light brown amber. very light off-white head that sorta disappeared. Not much aroma, little malt, very light spice perhaps.  [going very lenient here] Very light beverage, especially compared to what i normally have. Not sure what is typical, so, maybe this is OK... light.. not offensive.. not exactly ""fragrant mouthwatering"" characteristics as claimed on the label, but drinkable if given an open mind.",2009-12-29,4064,Brakspear Bitter
2.47,2.5,3.0,2.0,4.0,2.0,"L - Pours a dark brown with a small off white head, that didn't last for so long. S - Smells of sweet choclate malts and a few fruit notes. Also a hint of black pepper like spice in the background. I found to be the most redeeming part of this beer. T - Taste starts of as a malt and honey with a very bitter aftertaste. M&amp;D - the mouth feel is great but after it went down I felt it very harsh. Overall I wasn't too impressed, hopefully I'll find a pub that has it on tap, im sure it I would appreciate it more.",2009-10-31,4064,Brakspear Bitter
3.75,4.0,4.0,3.5,3.5,4.0,"This is an amber-coloured bitter with little head and, initially, high carbonation. The aroma is mellow with a quite strong element of dried fruit and apricots. At first, the taste is full of hoppy bitterness with a mouth-feel of carbonation. However, as the carbonation goes down the taste becomes more mellow to the tongue, and the light bitterness goes up to the palate. Their is a lovely tone of dried fruit, as well as a hint of honey in the after-taste. This brew is rather drinkable, due to the mellow taste and a low alcohol content. Nonetheless, I do prefer stronger bitters, and thus consider them as more drinkable.",2009-10-10,4064,Brakspear Bitter
2.95,3.5,3.5,2.5,3.0,3.0,"500 mL brown bottle poured into a pint glass. I had tried Brakspear's Oxford Gold, classified here as an English Pale Mild Ale. While the OG was on the bitter side, it sure tasted nice on a sunny afternoon. Ironically, I don't find most English bitters to be all that bitter. But this one is. I enjoy trying new beers, and this one was no different, but having said that it's way too bitter for my tastes.",2009-08-19,4064,Brakspear Bitter
3.2,3.5,3.5,3.0,3.5,3.0,"Dark amber to light copper coloured beer with a generous head. Rather sweet, fruity nose which has me thinking of grapes and raisins. Fairly standard one dimensional bitter with enough of a hop bite to make it palatable. Slightly oily on the tongue. Reminds me of the Badger beers.",2009-08-16,4064,Brakspear Bitter
3.36,4.0,3.0,3.5,3.0,3.5,"A good looking beer that pours hazy golden amber with a moderate head. The head settles to a heavy film and gives up lots of pretty spotty lace. Slightly sweet malty nose. Mouthfeel disappointingly soft and washed out. Some bitterness. Balanced malt and hops. Not a bad beer, but not overly exciting either. Deports itself as maybe a little above average. Easy drinking, well made, but not real interesting.",2009-06-10,4064,Brakspear Bitter
3.2,4.0,4.0,3.0,3.0,2.5,"I loved the colour if the Brakspear, dark amber with an off-white head. On giving it a good sniff it was slighty bready and laced with bananas. The first mouthful was a delight, very smooth and creamy with a refreshing bitterness. But then strange things started to happen, it started to smell vaguely of rubber tyres, oak and even whisky. The problem was a lack of consistency within the pint, one minute there was a strange smell and then the next it was gone. I found that towards the end of the pint it had become stale, reminding me of digestive biscuits that go soft.",2008-10-17,4064,Brakspear Bitter
3.13,3.5,3.0,3.0,3.0,3.5,Bottle: Poured a light clear brown color ale with a medium foamy head with average retention and some lacing. Aroma consists of light caramel malt with some dry Fuggles hops. Taste is also a mix between some dry Fuggles hops and a medium caramel malt base. I thought it was relatively well done for the style.,2008-09-25,4064,Brakspear Bitter
3.95,3.5,3.5,4.0,4.0,4.5,"500 ml bottle picked up at the LCBO. Pours a clear light orange/gold, thick big soapy white head forms, drops some lace chunks as it settles down to a thin ring around the glass, looks nice! Smell is weird, some thick malts, caramel, wheat, very bready and biscuity, fresh baked, bit of citrus, some herbal and earthy spiciness, pretty interesting. Taste is quite nice, bit of malty caramel sweetness up front, nutty biscuity middle, herbal bitterness, light touch of roast, bit of a yeasty finish, some floral, nice solid bitterness. Mouthfeel is light bodied with medium carbonation, very drinkable stuff, I might have to get more. This would be stellar on cask.",2008-09-12,4064,Brakspear Bitter
4.1,4.0,4.0,4.0,4.0,4.5,"I remember the last time I tried this beer, it was 10 years ago in Henley-on-Themes, where it was then brewed. It was one of my first casks, and it was amazing. Good to see beers like this at the LCBO. The pour reveals a dark copper liquid with a modest off-white head. Plenty of lace accumulates on the glass. Every now and then a lazy carbonation bubble meanders to the surface. The aroma is hoppy with a very earthy feel with some fruity, tangy notes in the background. Doughy malt and a good dose of butterscotch mingle with English hops in the first sip. As the glass warms the hops become more prominent, as does some butteryness and tartness. The mouthfeel is surpisingly full bodied with little carbonation for a bottled beer. The finish is moderately bitter with a lingering malt sweetness. A decent bottled bitter, could be a little bolder and hoppy though.",2008-09-04,4064,Brakspear Bitter
3.81,4.5,3.5,3.5,4.0,4.5,"Brakspear Bitter is one of the best beers you can find in a regular food store in Sweden. A typical ale-look, brown, but clear in the color. Nice beige/white head. Smells nicely of caramell and some typical english hops, fuggles etc. Tastes fine, some nuts, some dry fruityness. A bit caramell is noted too.  Plain and simple, nice. You can have this beer anytime considering the low ABV.",2008-08-19,4064,Brakspear Bitter
3.82,3.5,4.0,4.0,3.5,3.5,"A new one at the LCBO. Low in alcohol at 3.5% but very tasty. Lot's of flavours going in in this: malty, butterscotch, biscuit. Very bitter like a bitter should be. The label states that this is a double fermented ale. Very rich, very fresh and very drinkable.",2008-08-16,4064,Brakspear Bitter
4.05,4.0,4.0,4.0,4.5,4.0,"Great looking bottle, lovely royal blue with gold trim. Pours a dark amber with a thumb of nice off-white head. Great sticky lacings coat my pint glass all the way down. Toffee malt, subdued sweetness with a little bit of a soft vanilla character. Rounded Goldings earthiness behind. Sweetness up front, caramel/toffee, with a zesty freshness that gives way to some classic fuggles bitterness. Nice and juicy just the way I like them they provide a subtle burst of bitterness that quickly fades away leaving just a trace of resiny goodness and some malty sweetness. Great mouthfeel, as much as you can expect from a bottled version of a cask classic. Easy drinking, classic tasting bitter, I'd love to have it on cask.",2008-08-16,4064,Brakspear Bitter
3.26,3.5,2.5,3.5,3.5,3.5,"Not a bad bitter for 3.5%. Pours a yellow with some creamy head. Easy drinking, a nice mild bitterness. Neutral to cheesy scent in head. About average mouthfeel,mild hop-grassy.A drop of spice and the band-aid. An average beer, which is not a bad thing.",2008-08-11,4064,Brakspear Bitter
3.26,4.0,3.0,3.5,3.0,3.0,"A fusion of lemon yellow, maple beige and tawny amber are glossed over with a coating of mahogany. There is a very thin but existent level of white, bubbly head. Lacing present. Leisurely schools of bubbles are observed in spurts, taking their time on the vertical path upwards. This is a beer meant for holding up to the light.  The aroma smells, to be quite frank, like beer that has sat in an opened bottle over night. The must of damp cardboard, rotting cork, and steaming vegetables make for smells as unpleasant as they are unexpected. First and foremost, however, is the stark and unappealing smell of cheap, buttery toffee.  The beer is badly lacking in flavour and texture. It is a common complaint I have with the British bitters that are shipped to North America; they loose their taste and their essence. If this were unpasteurized, unfiltered, and fresh ... then I'd have an entirely different beer in front of me. It is that simple. I imagine it would be quenching and tasteful. I assume it would taste (and drink) as it was designed to.  Instead, I have a nearly full pint I'm trying to avoid drinking. The soft, honeyed biscuit malts and light sprinkle of toffee are instead an astringent, dry, buttery mess of cheap caramel and cardboard. It is lifeless. It is tasteless, bland, bloating, and least of all: it is far far from something I could drink all night.  I have had a few good offerings I enjoyed from Brakspear. But this beer, a 3.5% well malted bitter, was nothing like what it should be. I will try to avoid a rant before it begins by saying anyone who's been to England and had true bitters, that is to say unpasteurized, unfiltered and fresh off cask, can attest that these imports are a ghost of the real selves. That said, this is all I have to go by ... at least hopefully only for now.",2008-08-04,4064,Brakspear Bitter
4.6,4.5,4.5,4.5,4.5,5.0,"A - Pours a clear copper with an impressively creamy head with excellent lacing S - Malt, lemon/citric hop, some floral notes, chalk. Light fruitiness. T - Dry, grainy and mildy hoppy. Some earthy tones, lemon, and nuts and soap. Really nice, balanced bitter.. and very low abv to boot. M - Dare I say creamy? Very nice moderate body with some heft. D - Doesn't get any more drinkable than this. Superb.",2008-07-26,4064,Brakspear Bitter
3.25,3.5,3.5,3.0,3.0,3.5,"nice amber color, firm and creamy head ... smell of wet grass and fresh hops with hints of tar .... taste of pink grapefruit, macadamia, with hints of sultanas and lime ... a bit watery, perhaps ... nevertheless, probably one of the better brews from Wychwood ....",2007-11-26,4064,Brakspear Bitter
4.05,4.0,4.0,4.0,3.5,4.5,"500 ml bottle poured into a pint glas. The beer is clear, has a amber/orange color and a creamy off-white head that is mostly diminishing after a few minutes. The aroma is of butter, biscuits, fruits like citrus and plums, light caramel and hops. The taste has bitterness, citrus, caramel, light bread. Some toasted notes and a bit of wood/leather. Dry and bitter finish. Light carbonation and medium body. Low ABV of 3.4% makes it an excellent beer for session drinking.",2007-09-14,4064,Brakspear Bitter
3.85,4.0,4.0,3.5,3.5,4.5,"500ml bottle bought from the Vintage, Antrim Poured a nice golden amber colour. Light creamy head poured quite thick and foamy with a rocky, meringue like top then faded to good thickish layer... barely any carbonation... light wispy lacing... Aroma - Good strong mouthwatering juicy fruits (oranges, light figs, apples, some apricots), light caramel maltiness, good biscuity notes, toffee apples, light pepperiness, some freshly cut grass notes, light rubbery traces, some vegetal notes, toasty / burnt bread, some sweet graininess.. Taste - Good strong peppery hop bitterness, juicy fruits (oranges, grapefruits, pears and apples), very little sweetness, nutty notes, definite toasted bread, some sea salt notes, very floral and perfumed, light metallic traces.. M&amp;D - Pretty sharp and dry... light bodied... At only 3.4% this is extremely quaffable.. an excellent session beer... Overall - A pretty standard bitter... no real flaws just not the most exciting beer in the world... worth a try...",2007-08-03,4064,Brakspear Bitter
4.0,4.0,4.0,4.0,4.0,4.0,"The Henley brewery is now closed. This brown 500ml bottle claims to be brewed in 'England for Tillverkare The Brakspear brewing Co'. Best before April 2008, drank on a wet cold July 2007 evening in my front room. I poured the bottle into one of my Duvel glasses. It looked great, a good solid foaming head, slightly off white. The beer was a lovely deep terracotta red. The aroma was of hops, malts and some barley tones too, a typical English bitter smell. Nothing very strong, but there if you search for it. Considering the 3.4 ABV, this is a very good beer, the soft roundness often found in English bitters is here in an abundance. A kind of understated fruitiness is also to be found. This is a well balanced beer, not sweet or sour, just a pleasant session beer, ideal for an afternoon in a beergarden on one of those rare sunny days we have during an English summer.",2007-07-20,4064,Brakspear Bitter
3.83,4.0,3.5,4.0,3.5,4.0,"A: Dark amber with an offwhite head. S: Phenols, red berries, malt, fudge, sweetness. T: Bitterness, malt, hops, metallic tone. Hint of honey in the aftertaste. M: Low carboration, medium body. Just the way a bitter should be, but perhaps a bit ""thin"". D: Goes down really easy. And with an abv of 3,4%, you could drink a considerable amount of it without getting too cocky.",2007-06-08,4064,Brakspear Bitter
2.65,3.5,3.5,2.0,2.0,3.0,"The colour is of copper yellow wild honey and it pours with weird big bubbles looking like soap. The smell is bitter with apples, pears and a pinch of caramel. The initial taste is almost of apple juice with the bitterness kicking in after a few seconds. But, I'm sorry to say, I found it very watery and on the flat side (but then why not? It's a low-alcohol English bitter). The aftertaste is not so bad although the as a whole I think the product begs for another percent ABV.",2007-05-20,4064,Brakspear Bitter
3.65,4.0,4.0,3.5,3.5,3.5,"Appearance: light coppery brown, great clarity, medium layer of spongey off-white foam, great head retention, bits of lace Aroma: biscuity maltiness with hints of leather, toffee, hop greenery, and wet wood Flavor: bone-dry malt profile with a quick-hitting green bitterness; hop flavor like unripe apples or greengages; hints of orange marmalade, copper, and leather; finishes as dry as it started with a long-lingering alkaloidal bitterness Mouthfeel: medium body, pert carbonation, crisp texture, slight astringency Other comments: This bitter stands out from the ""bog standard"" bitters you find in England because... well... it's actually bitter!",2007-05-16,4064,Brakspear Bitter
4.6,4.5,4.5,4.5,4.5,5.0,"The smallest Bitter I've ever encountered, either as an import or otherwise. Pours a very clear-to-brilliant golden copper in color, leaving a light tan/off white head of small dense bubbles. Medium duration on the head, about two and a half minutesto deflate adter a modrate pour. Good lacing. The nose says it all, with a bitterness that is usually less pronounced in this style. There's plenty of biscuity malt and a mild herbal/vegetal character here too, but the hops are mugging for all the good shots here. The first sip gives you an idea of what you're in for: bitter and astringent, a touch of lactic sourness, and very attenuated malt sweetness right around the middle. Light-bodied and with a light and breezy mouthfeel, but this is both on-style and perfect for this brew. Wonderful aromatics here, with equal parts malt and hop. As this warms the vegetal/fruity character I detected in the nose really develops and makes something of a ""Star Turn"", complementing the lingering bitterness quite beautifully. Biscuity malt also kicks around looking a bit like an unloved supporting cast member, but it can't be entirely forgotten here. An absolutely wonderful drink! If only there were more like this readily available in the U.S. - hop-bombers, are you listening? (Edit: I first encountered this as part of the old All Saint's Brands import portfolio, and was positively ecstatic to see it return via Shelton Brothers - naturally, the brewery closed soon after! May or may not be brewed by the good folks at Wychwood . . . I sure hope so!)",2007-01-12,4064,Brakspear Bitter
3.73,3.5,3.0,4.0,4.0,4.0,"660 ml brown bottle, courtesy of Cardinal pub, Stavanger. Served with original Brakspear pint glass, nice! ""Double dropped"", ABV is 3.4%. Brewed with Maris Otter malts, Goldings and Fuggles hops. Copper coloured, low head. Aroma of ""dusty"" Goldings hops + rusty iron in stale water + hospital flesh wound dressings(!) Flavour is very tasty for a 3.4% pasteurised beer, nicely balanced between the malts and hops, nutty and toffee elements, not sweet. Moderate carbonation. A nice Fuggles finish.",2006-11-16,4064,Brakspear Bitter
4.1,4.0,4.0,4.0,4.0,4.5,"The colour is amber with a tint of yellow. The finger thick airy head is off-white.  The smell got burned notes with lots of malt and some bitter-sour notes of thistles (!).  The taste got a touch of smoked malt. The taste is over all malty and fruity with flavours of sour drops and a chemical note of band-aid. The aftertaste is bitter with a sourish note of apple acid and lemon peels.  The carbonation is light and pleasant with tiny bubbles, making this a highly drinkable beer. As a bitter should be.",2006-05-06,4064,Brakspear Bitter
3.46,4.0,3.0,3.5,4.0,3.5,"Tasted by a pint at the Bow Bell, Bow Church, East End London. A: bright reddish amber hue, very clear, with a nice off-white frothy beer head with good retention and a fine carbonated body; the tight lacing sustains just fine. S: earthy and floral scent of hops plus a grapefruit zest note, like Fuggles-dominated hop content. Simple and nice. T: lightly-sour sweet maltiness underlined by a profound spicy and herbal hops, followed by a dryish zesty kick at the back; very smooth finish with a moderate bitterness which lingers surprisingly well~~ M&amp;D: the soft mouthfeel is consistently backed by subtle and fine carbonation--very good cask-conditioned; light-bodied, simple-flavoured, this is a good honest bitter to savour--could use bolder flavour to really stand out, though.",2006-04-04,4064,Brakspear Bitter
4.0,4.0,4.0,4.0,4.0,4.0,"Pours a hearty amber color with some tan head and nice foaming action. Smell comes out maltier than I expected for a bitter, nutty maybe. There are also some nice hop characteristics in there. Taste is more hoppy than the smell let on, and a bit biscuity and buttery, with the nutty malt flavor backing it up. And of course it's got that nice biting bitter kick at the end which I've really come to enjoy a lot recently. Yum.",2005-01-13,4064,Brakspear Bitter
4.03,4.0,3.5,4.0,4.5,4.5,"This bitter poured a clear, amber-red color with off-white foam that settled slowly and which clung to the glass a bit. The smell was mildly fruity hops with mild malt. The taste was malty and fruity with a very light sweetness and low hoppiness. There was a bit of buttery diacetyl upfront. The mouthfeel was smooth and creamy with medium body and very low carbonation. This was a very enjoyable bitter and excellent as a session beer.",2004-12-07,4064,Brakspear Bitter
3.59,3.0,4.0,3.5,3.5,3.5,"Appearance  This beer is an even mix of orange and brown. The head was moderate and didnt hold well. Smell  This is a very balanced English Bitter. The musty malts, caramel, and light floral hops mix well to offer the drinker a rather substantial nose. Taste  The toasted malts pick up a bit of wood at the taste along with, oddly enough, some alcohol notes. The sharp citrus hops and hints of sour and tart round things out at the finish. Mouthfeel  Light to medium-bodied and tangy with a good bitter character. Drinkability  This Bitter is refreshing and very well-balanced and definitely worth a look.",2004-08-27,4064,Brakspear Bitter
3.74,3.0,4.0,4.0,3.0,3.5,"Found this at Manchester Wine &amp; Spirits in CT. Poured out a light copper/amber color with a very little head that went to lacing all the way until the end. Smell consisted of malts, biscuits, buttery tones and some soft fruit. Blended well together actually. Taste was good, but the mouthfeel was quite flat. Perhaps a bad bottle but it was pretty flat. But the taste held up nicely. British brewed beers usually like to be on the low side of carbonation so perhaps that's what the beer is supposed to be but I didn't like it that way. Other than that not a bad bitter.",2004-08-10,4064,Brakspear Bitter
4.17,3.5,4.0,4.0,4.0,5.0,"Shiny copper with a short-lived white fuzz on top. Strange nose full of buttered bread, hard toffees, minerals, sulphur, and savory herbs. Begins dry with flour-coated bread crusts. Buttery hues add depth and character. Never attains any real sweetness, but toffee, caramel and apple skins are suggested. High pH water, makes this hard and brittle in the mouth. Hopping is light, but adds both lilac and herbal bitterness. A bit of dried tobacco on the swallow.  Nicely constructed! Tempered CO2 levels add an authentic feel. Light-bodied but in no way weak.  I'm impressed.",2003-11-17,4064,Brakspear Bitter
3.86,4.0,3.0,4.0,4.0,4.5,"This bitter pours a transparent golden orange, with a small watery white head that quickly disappears. The aroma is of a very clean base malt and a light, clean hop. The body is much more syrupy than I expected from the listed alcohol content of 3.4%, and it has a nicely balanced malt sweetness and a very fruity, hoppy flavor initially. The finish comes quickly and consists of a medium dry, bright, clean, hop bitterness over a slightly grainy taste.  This is an interestingly refreshing beer. It goes down very easily, but I'm definitely not getting bored with it. I could drink this all night.",2003-10-16,4064,Brakspear Bitter
3.98,4.0,3.5,4.0,4.0,4.5,"Pours a nice light copper color with a light but pretty sticky head,aroma is light and slightly grassy and mineral-like.Flavor is nice and subtly hopped with some mineral flavors with a nice slightly sweet malt backbone.A true sessions beer in my mind a great find.",2003-09-16,4064,Brakspear Bitter
4.35,4.0,4.0,4.5,4.5,4.5,"Drink these while you can... Again at Redbones, awesome copper colored beer, not much head or lace. Oh, the beers they have lately taste so fresh!! Anyway, this was medium to light bodied, not a hop monster, not overly sweet and malty, but a very well balanced. I alternated this with another beer, and I have to say, this had the same charcteristic: a fruity, refreshing taste. Medium to light in body. Would get again. pat",2003-07-04,4064,Brakspear Bitter
3.98,4.0,3.5,4.0,4.0,4.5,Just had this on tap at Redbones. Light copper in color with a nice white fluffy head that lasted. Wasn't much in terms of smell. Hints of malt and some hops came through.  Nice light hop bitterness came through that seemed to balance well with the malt. Nothing overpowering in away from this beer. I could of had a couple and not even known it. I would love to try this on cask. The ending just kind of died.  Overall very good and I would order another.,2003-07-03,4064,Brakspear Bitter
3.25,3.0,3.0,3.0,3.5,4.0,"Poured a fairly standard amber but not a lot of character. Didn't have that glow I like in a beer that's pale enough to see through. The head was nice and slow to fade, though. The nose was surprisingly hoppy as was the flavor. Since the body was really thin the abundant hopping was forced to carry the beer. Unfortunately, the hops (Goldings, according to Oakes at least) don't have enough flavor and character besides the bitterness and a slight medicinal quality to add much excitement. Although the malt there was nice, like buttered caramel, there wasn't enough of it. Not bad, just not good. Easily quaffable though.",2003-02-17,4064,Brakspear Bitter
3.8,3.5,3.5,4.0,3.5,4.0,"A cloudless amber color, the head modest but quite short-lived leaving a fine sheet of lace to blanket the glass. The nose crisp and clean with the malts dominant and lightly sweet tones to seal it off. Front is lightly sweet, the top skimpy and the acidity modest in its bite with a nice English hop spiciness that makes the Bitters and ESB, special brews that I enjoy as often as I can.",2002-12-18,4064,Brakspear Bitter
4.34,3.0,4.0,4.5,4.0,5.0,"Presentation: 500 ml brown bottle with a BB (Best Before) date jet printed on the neck of the bottle. Appearance: Thin and inattentive off white lace that barely stays around. This ale is very clear with a bright shaded orangey copper hue. Smell: Soft fruity and buttery aroma, some plum and lemon jump out amongst the stable malty nose. Faint woody hop in the nose behind the malt and yeast. Taste: Moderate body with a supple smoothness, carbonation flows over the palate and prepares the tastes buds. A light maltiness cradles a growing hop presence with light bready and caramel tones. Hops evolve quickly on to the palate with a solid bitterness and lingering earthy and woody flavour. Yeast hands off a fruitiness that adds some serious depth to the brew, other than the mild buttery diacetyl it is quite a clean ale. Finishes dry with a lingering earthy hoppiness. Notes: Quite an impressive little ale at 3.4% abv, the head retention has its problems but on a whole this is a stellar bitter. It was worth the 3.99 (I personally would not pay more) a pop and an ale to go back to when I crave a refreshing bitter.",2002-09-04,4064,Brakspear Bitter
4.43,4.5,4.0,4.5,4.0,5.0,"Brilliantly clear light copper hue, topped by a thin, but persistant head that leaves loose lace. Rustic, leafy, dry - hopped, earthy Fuggles hop nose hits the nose upfront, &amp; is ensued by biscuit malt, light caramel and mild diacetyl butterscotch. The malt profile is a seemless extension of the aroma, being comprised of biscuit &amp; light buttery diacetyl, w/ malt sweetness provided by light crystal malt. Hop bitterness offsets malt sweetness perfectly, lending an overall balance to this bitter. Ample residual dextrins provide a full body, &amp; when coupled with the low carbonation, the mouthfeel is slickly smooth. Assertively British, earthy Fuggles hop flavor. Finishes w/ fading biscuit notes. Brakspear Bitter is a very flavorful &amp; full bodied session brew, especially considering its low gravity. The best ""light"" beer I've ever tasted!",2002-08-09,4064,Brakspear Bitter
3.75,3.5,3.5,4.0,4.0,3.5,"Cask just put on at Redbones, got a free 1/2 pint from Jeff, the Manager. Dark, dull golden color, with a little bit of haze. Hardly any head or lace, though. Some hops in the nose, and a hint of citrus. Overall - a mild nose. Decent body, and smooth, with hardly any carbonation from the cask. Flavor was hoppy for the most-part. A mellow, floral smoothness was present. Some citrus flavors, and oakiness. An easy-going bier. Cheers. overall: 3.75 appearance: 3.5 | smell: 3.5 | taste: 4 | mouthfeel: 4 | drinkability: 3.5 194",2002-06-09,4064,Brakspear Bitter
3.67,3.75,3.5,3.75,3.5,3.75,"Pours a clear, dark golden amber coloration with a medium, creamy head. Smell is dominated by rather strong caramel malt and ligher notes of dark fruit and herbal hops. Taste feels a bit more balanced, with strong caramel malt presence, but also more distinct grassy, herbal and light citrus hops, as well as notes of toffee, dark fruit and a certain nuttiness. Finishes with a medium bitterness and some toffee-covered walnuts lingering in the aftertaste. Smooth mouthfeel with a light/medium body and medium carbonation. Nothing spectacular, but a solid English Bitter that's a bit on the malty, fruity, nutty side, balanced by lighter grassy herbal hops. Body/mouthfeel may be a tad watery and there is a certain mineral note that develops in the aftertaste as the beer warms, but all in all it's still a rather decent, easy-drinking brew.",2019-01-06,4526,Goliath
